,id,tweet,clean,sentimen
6072,1604810401169887232,"dengki la tu qatar berjaya anjurkan world cup antara yg paling bagus. british journalists duk ratib jumlah kematian immigrants yg kerja kat qatar. macam la construction kat negara diaorg semuanya selamat. btw, it's not coming home. 😂",dengki qatar jaya anjur world cup bagus british journalists duk ratib mati immigrants kerja kat qatar construction kat negara diaorg selamat not coming home,1
14620,1604535825957498880,ALHAMDULILLAH LIAT MESSI ANGKAT WORLD CUP YASSALAAAAAMMMM,alhamdulillah liat messi angkat world cup yassalaaaaammmm,1
14274,1604536528952492032,alhamdulillah yah world cup terakhirnya messi gak mengecewakan 🙏,alhamdulillah yah world cup akhir messi kecewa,1
10159,1604563389002706944,Alhamdulillah Drake abis selese nonton World Cup langsung slametan 7 hari 7 malem dirumahnya berkat menang taruhan 🙌🏻,alhamdulillah drake habis selesai nonton world cup langsung slametan malem rumah berkat menang taruh,1
5461,1604860023255240704,"Ohh world cup dah habis ke?' 🤣🤣 'Dahhhh, argentina menang'",ohh world cup udah habis dahhhh argentina menang,1
8280,1604676878773538818,"Performanya selama world cup terbaik gak sih? Aku yg penonton awam lihatnya secara individu dia lebih baik dari messi selama ""PERTANDINGAN PILDUN KALI INI"". Bukan secara keseluruhan karir ya, jangan salah paham dan maki2 dulu 😁  Gak gampang jadi tulang punggung bawa tim kefinal.",performa world cup baik sih aku tonton awam lihat individu messi tanding pildun kali ini bukan karier salah paham maki2 gak gampang tulang punggung bawa tim final,1
10042,1604567216372187136,Ga sia-sia beli paket world cup 🤝,sia sia beli paket world cup,1
13685,1604537709221253121,World cup yang luar biasa! Euphoria penonton yang terbilang ga sebanyak dulu tapi match2 nya super seru dan bikin hah heh hoh!,world cup euphoria tonton bilang match2 nya super seru bikin hah heh hoh,1
3144,1605462065442856961,"Blistener, baru-baru ini FIFA World Cup 2022 menggemparkan dunia ya. Kayak Drake yang kehilangan 1,75 USD karena taruhan sama temannya saat final Argentina melawan France. Waduhh, siapa nih yang kalah taruhan juga?🤭 #RoadShow",blistener fifa world cup 2022 gempar dunia kayak drake hilang usd taruh teman final argentina lawan prancis waduhh nih kalah taruh roadshow,1
12064,1604543295728017410,"salah satu final world cup terseru,  yang gaseru ya tchouameni sattttt penalty malah nendang bola ke arah bantargebang",salah final world cup seru gaseru tchouameni sattttt penalti tendang bola arah bantargebang,1
18818,1604489384887099403,Messi angkat piala world cup seneng gw. Semoga,messi angkat trofi world cup senang moga,1
195,1607035437356580865,3 kali. 1st masa anak lelaki aku lahir. 2nd masa Anwar angkat sumpah PM10 dan 3rd masa Messi menang World Cup.,kali 1st anak lelaki lahir 2nd anwar angkat sumpah pm10 3rd messi menang world cup,1
19168,1604479267173081089,AJ raat yah Messi world cup uthai ga yah log Meri maiyat,raat yah messi world cup uthai yah log meri maiyat,1
8625,1604658818046390275,"Final World Cup paling epic aku penah tengok. Kalau Brazil yg masuk Final, lagi kuat aku jerit smlm.",final world cup epic penah lihat kalau brazil masuk final kuat jerit smlm,1
3203,1605445010929102848,"Inilah Ekspresi penonton kalo dukung tim yang menang aja 😂 sepanjang pertandingan full tidur   Gimana nih final world cup kali ini, Setuju kalo jadi Best Final Game ever ? 🤣🤣  https://t.co/Nk8bdOxahf",ini ekspresi tonton dukung tim menang tanding full tidur gimana nih final world cup kali tuju best final game ever https nk8bdoxahf,1
14136,1604536800869253126,best fifa world cup final ever sih,best fifa world cup final ever sih,1
3698,1605251910390657024,@vegachristiant Kerennn tatan prediksi juara World Cup,vegachristiant kerennn tatan prediksi juara world cup,1
12298,1604542202134548482,"puas bgt nonton final world cup kali ini gila ga expect bakal seseru ini, congrats argentina! truly deserved the tropy. sekian tweet bola kali ini saya tutup🤝",puas nonton final world cup kali gila expect seru congrats argentina truly deserved the trofi sekian tweet bola kali tutup,1
14623,1604535815841148929,FIX ASKSJSKSKSK OOM MESSI KU BAWA PIALA WORLD CUP HUHUHUHU TERHARUUUUU😭😭😭😭😭❤❤❤❤,fix asksjsksksk oom messi bawa piala world cup huhuhuhu terharuuuuu,1
3844,1605219348976570368,"@sakarepmouu @idextratime Hanya di era Iwan bule, Messi bisa jadi juara world cup, faktos😭",sakarepmouu idextratime hanya era iwan bule messi juara world cup faktos,1
11153,1604550719386050561,ini world cup tergonjang ganjing,world cup gonjang ganjing,1
14811,1604534314049232896,"The greatest world cup game I’ve ever seen! Ketar ketir jantung woyyy, teriak2an bareng suami ahaha anjay bsk yg kerja pada mata panda kek nya ngantuk semua🤣😂",the greatest world cup game ever seen ketar tir jantung woyyy teriak2an suami ahaha anjay bsk kerja mata panda nya ngantuk,1
14963,1604533859714224129,"Final world cup paling dramatis, ngalah2i drama korea",final world cup dramatis ngalah2i drama korea,1
11768,1604545399540174848,"Suami tak layan bola, jadi saya g rumah family nak tgk bola sama2..habis je bola, suami tidur da kat rumah kami, anak pula tidur da kat rumah family ni..punya lama la game world cup kali ni 🤣 saya yg tak tidur2 lagi sebab tak boleh move on world cup best sgt 😍🔥",suami layan bola rumah family tgk bola sama2 habis aja bola suami tidur kat rumah anak tidur kat rumah family game world cup kali tidur2 move world cup best sgt,1
12657,1604540766876864512,Gue aja yang ngga ngerti bola sangat menikmati nonton final World Cup tahun ini. Sampai jumpa di 2026! Congrats Argentina! 🇦🇷🇦🇷🇦🇷,gue erti bola nikmat nonton final world cup sampai jumpa 2026 congrats argentina,1
13225,1604538897857486857,@ZGintinting Ini baru namanya final world cup 👌,zgintinting ini nama final world cup,1
13937,1604537195502899200,best world cup final sih ini untuk generasi 2000an,best world cup final sih generasi 2000an,1
3791,1605230378280660993,@detiksport gk tau apa bisa seseru dulu mungkin feel nya sdh beda pas messi udh angkat piala world cup ini dan sebagai greatest all of time lagian udah pada tua juga mending mbappe ama halland aj nanti biar ketemu   yang mau nyari hiburan habis Worldcup ini mending check @PlaysiaTV bercuan,detiksport seru feel nya sdh beda messi angkat trofi world cup greatest all time tua mbappe halland aja ketemu cari hibur habis worldcup check playsiatv bercuan,1
13418,1604538315851460609,Final World Cup terbaik yang pernah gua tonton.,final world cup baik tonton,1
6140,1604804873673150466,"Next world cup argentina aku tak berapa meyakinkan sebab world cup kalini boleh nampak lineup mengharapkn player ""kuda tua"". Spain walaupun kalah tp boleh nmpk management bg pendedahan awl untuk player muda.",next world cup argentina world cup kali nampak lineup mengharapkn main kuda tua spain kalah nmpk management bang dedah awl main muda,1
12011,1604543612246953984,"Selama ini melihat bapak @vickymovick mengidolakan Messi, ternyata emang goks!  Last dance Messi in epic final world cup",lama vickymovick idola messi emang goks last dance messi epic final world cup,1
14298,1604536472631414784,"GGWP,Seru parah world cup tahun ini",ggwp seru parah world cup,1
9387,1604615316339798016,"Mulai dari world cup yg di underestimate ,karena di duga penuh permainan uang dan pelanggaran HAM dalam prosesnya. Sampai disebut2 jadi World Cup terbaik dengan Final Game terbaik.",mulai world cup underestimate duga penuh main uang langgar ham proses sampai disebut2 world cup baik final game baik,1
10324,1604559519631409152,ONE OF THE BEST WORLD CUP FINAL !! SANGAT TYDACK BAIK UNTUK KESEHATAN JANTUNG !! VAMOS !! VAMOS !! 🇦🇷,one the best world cup final sangat tydack baik untuk sehat jantung vamos vamos,1
1892,1605940469464268803,@iamamirofficial @ImamUlHaq12 Inshallah amir bahir bahi ap world cup 2023 ma hu ga💗or ya sb dakha ga,iamamirofficial imamulhaq12 inshallah amir bahir bah world cup 2023 dakha,1
9178,1604629245149720576,"World cup yang menarik, angkat koper duluan Jerman, Belgia, Mexico, semangat juang dari jepang dan korea di babak grub meskipun anti klimaks di fase gugur, kejutan dari Maroko yang sampai ke semifinal, dan final dimana Mbappe curi oerhatian, jadi panggung nya Messi #FIFAWorldCup",world cup tarik angkat koper jerman belgia mexico semangat juang jepang korea babak grub anti klimaks fase gugur kejut maroko semifinal final mbappe curi oerhatian panggung nya messi fifaworldcup,1
13985,1604537116348022786,NI JUGA SI BANGSAT BIKIN BANGGA! LAHIRAN 2000 DAH MEGANG WORLD CUP BROW!,juga bangsat bikin bangga lahir 2000 dah megang world cup brow,1
14890,1604534079126310912,ini match final world cup terbaek yang pernah aku tonton.,tanding final world cup terbaek tonton,1
9512,1604605109756760064,"kesian bgt Mbappe jd tulang punggung negara, he carried his team for the whole game only for his teammates to let him down in penalties  kek jujur final world cup thn ini klo gada mbappe gabakal se seru ini sih.  i feel bad for him:( comeback stronger @KMbappe ❤️‍🩹",kesi mbappe tulang punggung negara carried his team for the whole game only for his teammates let him down penalties jujur final world cup mbappe gabakal seru sih feel bad for him comeback stronger kmbappe,1
15509,1604531871496298499,World cup paling gila since aku tengok dari 2010,world cup gila since lihat 2010,1
9198,1604627894361559040,Best final world cup untuk saat ini,best final world cup,1
645,1606642120148029442,Silap la AFF ni lepas world cup. Dah asyik tengok high intensity game level dunia pastu skrg tengok level asia tenggara yg hambar slow. Macam takde mood aku nak layan AFF tahun ni.,silap aff world cup dah asyik lihat high intensity game level dunia lihat level asia tenggara hambar pelan macam mood layan aff,1
13217,1604538925157974020,"The best match of final world cup sih, goksss, congrats argentina 👍🏻  *asli terharu lihat messi akhirnya dia bisa menang pildun",the best tanding final world cup sih goksss congrats argentina asli haru lihat messi menang pildun,1
5266,1604882302755954688,+sampai semi final dn masih beberapa plot twish world cup thn ini sampe final gokilll!! untuk juara world cup thn ini selamat argentina🇦🇷🏆!!! sesuai dengan lagu world cup thn ini Dreamers oleh mas Jungkook kalian adalah pemimpi dan kalian udah berhasil mewujudkannya respect🫡,semi final plot twish world cup final gokilll juara world cup selamat argentina sesuai lagu world cup dreamers mas jungkook mimpi hasil wujud respect,1
13820,1604537415267323905,Akhirnya setelah bertahun-tahun vibesnya ada yg melebihi world cup africa  Qatar world cup!🔥,akhir tahun vibesnya lebih world cup africa qatar world cup,1
15023,1604533704482705408,WORLD CUP APA SIH INI FINAL PIALA DUNIA APA SIH INI SERU BANGET WOYYY JANTUNG GW WOYY MBAPPEE MESSIII 3-3  Sisa Penalty..  🤯🤯🤯,world cup apa sih ini final piala dunia apa sih ini seru banget woyyy jantung woyy mbappee messiii sisa penalty,1
12524,1604541276241932288,Bener bener di world cup terakhirnya dia menang. Congrats messi @Argentina,bener world cup akhir menang congrats messi argentina,1
13586,1604537909377236992,"Jujur final ini gue dukung Argentina dan Messi. Setelah 120menit drama lapangan, akhirnya Argentina menang. But, gue fans CR7 dan gue juga ikut sedih, satu-satunya rival Messi pada eranya itu, belum bisa menang World Cup. Tapi, inilah sepakbola. Indah🔥🙌. Best World Cup Final !",jujur final dukung argentina messi telah 120menit drama lapang argentina menang but gemar cr7 sedih satu rival messi era menang world cup tapi sepakbola indah best world cup final,1
12635,1604540846581637121,"Copa udah, sekarang world cup juga udah gokil BANGET!  https://t.co/i3at93Om12",copa world cup gokil banget https i3at93om12,1
11577,1604547083624931328,Alhamdulillah selamat melewati 2020 sehingga bisa menyaksikan final 2022 world cup yg luar biasa ini #WorldCup2022,alhamdulillah selamat lewat 2020 saksi final 2022 world cup worldcup2022,1
16336,1604523244757061638,Best World Cup karena gk ada yg rusuh... Worst World Cup karena performa wasit...,best world cup rusuh worst world cup performa wasit,1
11491,1604548090102304769,"Elden Ring GoTY, Messi juara World Cup. Terbaik emang nih Bulan",elden ring goty messi juara world cup baik emang nih bulan,1
782,1606576264747560961,@havidhan @BarcaBandidos Bener bener salah satu world cup campaign terbaik sepanjang masa  https://t.co/wdsHqo5jhJ,havidhan barcabandidos bener salah world cup kampanye baik https wdshqo5jhj,1
9188,1604628588589813760,"Membuka thread ini dengan sedikit pahit, mari kita tutup thread ini dengan manis. See you next World Cup! Thank you Qatar!! ❤️🌻",buka thread pahit tutup thread manis see world cup thank qatar,1
16451,1604522378934902786,Emang the best world cup sih ini 💯💯,emang the best world cup sih,1
3623,1605275372920229895,"@vickyh23_ @idextratime Alhamdulillah meski pun dukung timnas Prancis kalah, tapi sangat bersyukur bisa menyaksikan final FIFA World Cup 2022 Qatar. Congratulation Argentina.  https://t.co/Ruq9XhjX65",vickyh23 idextratime alhamdulillah dukung timnas prancis kalah syukur saksi final fifa world cup 2022 qatar congratulation argentina https ruq9xhjx65,1
17103,1604513454882426880,"Sedih ngga ngikutin dan merasakan vibes world cup tahun ini, tapi yang pasti world cup tahun 2010 bareng Datuk masih tersimpan menjadi core memories 🥹",sedih ngikutin rasa vibes world cup world cup 2010 datuk simpan core memories,1
4207,1605151114596593669,"Andai Argentina ga juara World Cup pun, dia masih paling yang terbaik diantara yang terbaik  👏  Sangat bersyukur bisa hidup di era hebatnya.",andai argentina juara world cup baik baik sangat syukur hidup era hebat,1
14208,1604536654504816641,"Terima Kasih piala dunia Qatar 2022, world cup terbaik sepanjang saya hidup 😭",terima kasih trofi dunia qatar 2022 world cup baik hidup,1
6891,1604758645405011969,"Pokoknya final world cup 2022 the best, pemainnya kece- kece di bikin senam jantung td malam, congrats #Argentina and congrats juga untuk #France terkhusus ayang #Mbappe𓃵 atas kerja keras nya❤🇫🇷🇦🇷  https://t.co/Hfzt4545Xl",pokok final world cup 2022 the best main kece kece bikin senam jantung malam congrats argentina congrats prancis khusus ayang mbappe kerja keras nya https hfzt4545xl,1
19519,1604465066904293376,@cadsalovere Yess untuk final world cup hehe,cadsalovere yess final world cup hehe,1
15764,1604531251872165891,GILA LAH FINAL WORLD CUP KALI NI,gila lah final world cup kali,1
4420,1605101940031254530,"Final World Cup Terbaik 2022, Argentina Vs France.  Gw melihat dengan mata kepala sendiri.  Thanks Sepak Bola",final world cup baik 2022 argentina prancis mata kepala thanks sepak bola,1
10753,1604553859161915392,"Terlepas dari hasil akhirnya, ini adalah final world cup terbaik!  https://t.co/PGmcwHfduY",lepas hasil final world cup baik https pgmcwhfduy,1
14112,1604536845823795200,Yang bilang World Cup disetting pada kemana nih,yang bilang world cup disetting nih,1
10050,1604566977648812032,"Anj seru banget world cup kali ini, berasa deg deg an nya wkwk",anj seru world cup kali asa deg deg nya wkwk,1
8317,1604675311442223104,"@yanney0081 adrenaline naik kelar nonton world cup, tidur 3 jam doang kayaknya aku tadi",yanney0081 adrenaline kelar nonton world cup tidur jam,1
9751,1604582368701980673,Sijui lakini uko mbele itakuaje ila tuombe uzima. This World Cup final ni moja kati ya fainali bora kuwai kutokea kwenye huu uso wa Dunia.,sijui lakini uko mbele itakuaje ila tuombe uzima this world cup final moja kati fainali bora wai kutokea kwenye huu uso dunia,1
13071,1604539407561740288,Kerazzzz sih final world cup terseru yg pernah kutonton,kerazzzz sih final world cup seru tonton,1
13432,1604538289675210752,final world cup tahun ini memang luar biasa,final world cup,1
15249,1604533129905311744,World Cup Qatar mmg dramatic habis 🔥🔥🔥,world cup qatar mmg dramatic habis,1
15444,1604532103659458561,baru kerasa world cup hype nya pas di final wkwk drama bgt semesta,world cup hype nya final wkwk drama semesta,1
11643,1604546428855939072,Emiliano Martinez mendapatkan Golden Gloves alias kiper terbaik di FIFA World Cup 2022 🔥🔥🔥  #FIFAWorldCup #BolalobFootball  https://t.co/xdvINNUzRv,emiliano martinez golden gloves alias kiper baik fifa world cup 2022 fifaworldcup bolalobfootball https xdvinnuzrv,1
11913,1604544183372431365,"Disclaimer :bkn fans Messi,tpi untuk 7 balon do'r,1 world cup he's GOAT  Beruntung hidup di era ini bisa liat semua pencapaian atlet terbaik sepanjang massa ,Congrats legend",disclaimer bkn gemar messi tpi balon world cup goat untung hidup era capai atlet baik massa congrats legend,1
9621,1604594865639411714,lucu banget nobar world cup 🤣🤣 lee hyuk jae.. apa ga kemeng itu tanganmuu😓  and kim heechul wkwk penonton tapi tidak tau mendukung siapa karna dia orang korea👍👏👏  https://t.co/4NSAfiUi6u,lucu nobar world cup lee hyuk jae kemeng tanganmuu kim heechul wkwk tonton dukung orang korea https 4nsafiui6u,1
10094,1604565519763648512,"Also, sayang banget sm Dek Mbappe Jangan sedih terus dek Karirmu masih panjang Kehadiranmu membawa Perancis jadi juara world cup 2018 Keep ur head up, be sad today but don't forget to be proud of urself too  Semangat Dek Mbappe 🫶🏼",also sayang dek mbappe jangan sedih dek karirmu hadir bawa perancis juara world cup 2018 keep head sedih today but forget proud urself too semangat dek mbappe,1
19810,1604447449652699136,info tempat nobar final world cup dong? yang pulangnya ke kost-an mu,info nobar final world cup pulang kost,1
7832,1604702293705662465,Messi Cetak Setengah Gol Argentina di Piala Dunia Qatar: Bawa Balik Juara FIFA World Cup 2022  https://t.co/W4qc8OjtVa .....,messi cetak tengah gol argentina piala dunia qatar bawa balik juara fifa world cup 2022 https w4qc8ojtva,1
4001,1605187282793037824,"@03___nakula @antonsujarno25 Mnurut saya,Bukan Argentina sih yg juara, tapi si Onel Essi slh satu pria berjenggot warga kota Buenos Aires yg terima piala emas di Qatar World Cup Championship 2022. Gmn..Kang Mbappe..nyengir sambil garuk2 kepala sambil nyandar di tiang listrik divslh satu sudut kota Toulousse.",03 nakula antonsujarno25 mnurut bukan argentina sih juara onel essi slh pria jenggot warga kota buenos aires terima trofi emas qatar world cup championship 2022 gmn kang mbappe nyengir garuk2 kepala nyandar tiang listrik divslh sudut kota toulousse,1
15575,1604531674653798400,NGAKAKKK BANGET JIRRRRR WORLD CUP FINAL INI😭😭,ngakakkk banget jirrrrr world cup final ini,1
10375,1604558438326947840,Final World cup terbaik sepanjang masa.  Penuh drama dan menguras emosi.  Sempat diragukan pertandingan awal. Akhirnya sang messiah menunjukkan tajinya.  No debat.  Argentina bersama messi yg terbaik terbaik.,final world cup baik penuh drama uras emosi sempat ragu tanding akhir sang messiah taji debat argentina messi baik baik,1
10128,1604564386483302400,world cup tahun ini ngasih tau perbedaan bakat sama kerja keras,world cup ngasih beda bakat kerja keras,1
9672,1604589660927569920,"@GeofreyMD Hujui Messi wewe? Kwani ulikua FIFA WORLD CUP ingine?  Usijali, in 4 years time - watachukua!",geofreymd hujui messi wewe kwani ulikua fifa world cup ingine usijali years time watachukua,1
19768,1604449988477480960,-rek pen nobar final world cup dimanaaa yaa)):,rek nobar final world cup dimanaaa,1
17912,1604501682062180353,Roti Canai terasa seperti French Crepe setiap kali mendengar @aiman_sekaiichi menyebut nama pemain Perancis di finals World Cup @ASTROARENA 802.   Pronunciation game on-point as always! 🫡 ✊🏽,roti canai french crepe kali dengar aiman sekaiichi sebut nama main perancis finals world cup astroarena 802 pronunciation game point always,1
10019,1604567886169018368,Final World Cup terbaik yang pernah gua tonton sepanjang umur ini. Gokz 🤘🏾👌🏽👏🏽✊🏾👍🏽⚽  #FIFAWorldCupFinal #FIFAWorldCup2022,final world cup baik tonton umur gokz fifaworldcupfinal fifaworldcup2022,1
18335,1604497147629826048,The best feeling laa kalo lepak kat kedai Mamak skrg tengok FIFA World Cup 2022 Argentina vs Franca #FIFAWorldCup #Qatar2022,the best feeling laa lepak kat kedai mamak lihat fifa world cup 2022 argentina franca fifaworldcup qatar2022,1
12663,1604540741795336195,C.ronaldo atau messi yg the real GOAT?? Skrg gak usah diperdebatkan lagi.. biarlah fakta yg membuktikan. 😊  Argentina world cup champion 🥳🥳🥳,ronaldo messi the real goat skrg debat biar fakta bukti argentina world cup champion,1
13572,1604537948309180417,"Katanya world cup 2026 Messi gakan ikut yah? Kalo bener, berarti skrg world cup terakhir dan juara anjrit gilak keren",kata world cup 2026 messi gakan yah kalo world cup juara anjrit gilak keren,1
