,id,tweet,clean,sentimen
20,1605498191721287680,My India squad for T20 World Cup  Harmanpreet Kaur (c) Smriti Mandhana Shafali Verma Yastika Bhatia (wk) Jemimah Rodrigues Harleen Deol Richa Ghosh (wk) Deepti Sharma Pooja Vastrakar Sneh Rana Devika Vaidya Shikha Pandey K Anjali Sarvani Renuka Singh Thakur Rajeshwari Gayakwad,india squad for t20 world cup harmanpreet kaur smriti mandhana shafali verma yastika bhatia jemimah rodrigues harleen deol richa ghosh deepti sharma pooja vastrakar sneh rana devika vaidya shikha pandey anjal sarvani renuka singh thakur rajeshwari gayakwad,1
21,1605497787935707136,hdeh jadi sepi world Cup Qatar dh slese,hdeh sepi world cup qatar selesai,1
22,1605497613750480896,Faktanya Anies dan kadrun masih bebas mengkritik pemerintah bahkan mencaci maki. Apakah ditangkap ?  Bangtan #EraBaruHidupSimpel Train Lee Know Yeontan Ditto Run BTS Vanilla CONGRATULATIONS 7DREAM rgentina's World Cup #CekTokoSebelah2  https://t.co/85g2l3jm6a,fakta anies kadrun bebas kritik perintah caci maki apakah tangkap bangtan erabaruhidupsimpel train lee know yeontan ditto run bts vanilla congratulations 7dream rgentina world cup cektokosebelah2 https 85g2l3jm6a,1
23,1605497508624416768,Teknik busuk Anies untuk mematik perdebatan dalam masyarakat. Narariwan Yaman ini adalah cara untuk mematikan kebenaran dan menutupi kebobrokannya. Licik sekali!  Bangtan #EraBaruHidupSimpel Train Lee Know Yeontan Ditto Run BTS Vanilla rgentina's World Cup #CekTokoSebelah2  https://t.co/rlS7Sqbo4K,teknik busuk anies patik debat masyarakat narariwan yaman mati benar tutup bobrok licik bangtan erabaruhidupsimpel train lee know yeontan ditto run bts vanilla rgentina world cup cektokosebelah2 https rls7sqbo4k,1
24,1605497153903812608,@nessiejudge The real fact of world cup gk hanya di gemari manusia tapi gendoruwo juga demen ternyata. Cuuakssss🐽🐷,nessiejudge the real fact world cup gemar manusia gendoruwo demen cuuakssss,1
25,1605496895870115840,@FarziCricketer World Cup team 2023  Dhawan Rohit Kohli Rahul(keeper) Hardik Jadeja Sundar Shami Bumrah Chahar  Chahal,farzicricketer world cup team 2023 dhawan rohit kohli rahul keeper hardik jadeja sundar shami bumrah chahar chahal,1
26,1605496838575968256,World Cup best xi persi gueh Livakovic🇭🇷(GK) Konate🇲🇫(CB) Gvardiol🇭🇷(CB) Hakimi🇲🇦(RB) Theo🇲🇫(LB) Amrabat🇲🇦(CM) Enzo🇦🇷(CM) Modric🇭🇷(CM) Messi🇦🇷(CAM) Alvarez🇦🇷(ST) Mbappe🇲🇫(ST),world cup best pers gueh livakovic konate gvardiol hakim theo amrabat enzo modric messi cam alvarez mbappe,1
27,1605496544446230529,Tema world cup dia nak pakai baju manchester united kepala jumbo dia ah,tema world cup pakai baju manchester united kepala jumbo,1
28,1605495988872892416,"Terlalu fokus World Cup, Sampai lupa team mu di pucuk dingin🥶🥶",terlalu fokus world cup sampai lupa team pucuk dingin,1
29,1605495587704434688,@idextratime Euro nih bosss diatasnya world cup,idextratime euro nih bosss atas world cup,1
30,1605495486894309377,Gak sehype th lalu krn bareng world cup ga sih? Gatau jg sih wakaka. Tp sesungguhnya seruan smtm11 sih tiap ep ky ada yg wow,gak sehype world cup sih gatau sih wakaka sungguh seru smtm11 sih wow,0
31,1605495106340917249,Ndanzwa nekunzi unongoda CR7 asina World Cup hauziye. Unofanha kuda Messi  Ko iwewe Baba vako unongovada vasina kana form 4 wani😒  https://t.co/metXqgMFKT,ndanzwa nekunzi unongoda cr7 asina world cup hauziye unofanha kuda messi iwewe baba vako unongovada vasina kana form wani https metxqgmfkt,2
32,1605494965605277697,Terlalu hype sama World cup sampe lupa kalo Arsenal masih top of table EPL,terlalu hype world cup lupa arsenal top table epl,0
33,1605494690312175616,@iamjuddah Nugu hii unafanya nini Kwa wazazi at 25. Tokaaa,iamjuddah nugu hii unafanya nini kwa wazazi tokaaa,1
34,1605494522212933633,"@gilangseva1 @celotehmhsw @rizalfatkhurikh @false10s @FaktaSepakbola Kebetulan kakek kau, dia kiper Argen yg menangin Copa America, dan World Cup mana ada yg namanya kebetulan goblok 😂😂",gilangseva1 celotehmhsw rizalfatkhurikh false10s faktasepakbola betul kakek kau kiper argen menangin copa america world cup nama goblok,1
35,1605494219526717440,test lagi  https://t.co/K3zZjYyjMc,test https k3zzjyyjmc,1
36,1605494150698217475,"Masuk angin keknya, kepala pusing 🤒🤒🤒🤒 Akibat pantelengin World Cup terusan ya begini 😂😂😂",masuk angin kek kepala pusing akibat pantelengin world cup terus,1
37,1605494119182110720,@RVCJ_FB Ha to bsdk humari marji hum dekhe nahi dekhe tum bhi Cricket World cup dekhte ho bass fir team haar gayi to galiya dete ho players ko,rvcj fb bsdk humari marji hum dekhe nahi dekhe tum bhi cricket world cup dekhte bass fir team haar gayi galiya dete players,1
38,1605493922012073985,@idextratime France in 2026 World Cup : Mike Maignan; Pavard/Kounde - Upamecano/Konate-Varane/Saliba/Kimpembe - Theo; Tchouameni-Camavinga-Rabiot/Yousuf Fofana Dembele/Coman - Mbappe/Kolo Muani- Nkunku/M Thuram  Jadi gak sabar liat France angkat trophy WC ketiga 3 setengah thn lagi di 2026,idextratime prancis 2026 world cup mike maignan pavard kounde upamecano konate varane saliba kimpembe theo tchouameni camavinga rabiot yousuf fofana dembele coman mbappe kolo muani nkunku thuram jadi sabar prancis angkat trofi tiga 2026,1
39,1605493403604484096,@SeputarMadrid wak haji wak haji kenapa kamu ga ngangkat world cup yak,seputarmadrid wak haji wak haji ngangkat world cup yak,1
40,1605493151635894272,@anwaribrahim PMX Mohon buat sesuatu tentang Malaysia Team ni..mungkin perancang masuk world cup ke..no 1 di asia pun jadilah  Kami ni jenuh jerit..bersekang biji mata menyaksikan team negara luar..siapa stuju mohon like bagi PMX nampak permintaan rakyat malaysia,anwaribrahim pmx mohon malaysia team ancang masuk world cup asia kami jenuh jerit sekang biji mata saksi team negara stuju mohon like pmx nampak minta rakyat malaysia,1
41,1605493125157253120,"@Chester09812830 @TumbalProyekk @SiaranBolaLive Lebih berkembang, finalissima yang menang Amerika latin. World cup yang menang Amerika latin. World Cup pertama pun yang menang dari AMERIKA LATIN. jadi gimana bro",chester09812830 tumbalproyekk siaranbolalive lebih kembang finalissima menang amerika latin world cup menang amerika latin world cup menang amerika latin bro,1
42,1605492282655879169,"Kompetisi terbaik se alam semesta dunia akhirat, world cup cuma buat pemanasan doang",kompetisi baik alam semesta dunia akhirat world cup panas,1
43,1605492076572835840,"Fakta unik lagi nih ! Ganjar jadi nama jenis bunga anggrek dan telah didaftarkan di Inggris ! menariknya, bunga itu ada makna filosofisnya loh.  Dingin Argentina's World Cup Lombok Vanilla #Apple Taliban #FIFAWorldCup #AFFMitsubishiElectricCup2022 Messi Slava Ukraini  https://t.co/GZ48cZJ3dH",fakta unik nih ganjar nama jenis bunga anggrek daftar inggris tarik bunga makna filosofis loh dingin argentina world cup lombok vanilla apple talib fifaworldcup affmitsubishielectriccup2022 messi slava ukraini https gz48czj3dh,1
44,1605491974286368768,@CrazyinCricket @CricCrazyJohns @CricSubhayan Bro us din upr se collabs kisne dhoni n kia??.....Abe dhoni tha islie ummed ti... Chu..... Virat ki dp lgakar dhoni ko troll kr rha h bc....Us din kuch top order kr lete to....2019 world cup hmara hota 😡😡......Shame on u 😡,crazyincricket criccrazyjohns cricsubhayan bro din upr collabs kisne dhoni kia abe dhoni tha islie ummed chu virat lgakar dhoni troll rha din kuch top order lete 2019 world cup hmara hota shame,1
45,1605491393480138752,Sesuai aplikasi ! Para driver ojol siap kawal dan antar Ganjar hingga gerbang istana presiden.  omg viral Timun Vanilla Tulus Utamakan Rakyat Ditto Train Janji Allah Nyata #CekTokoSebelah2 #KentalManisJanganDiseduh Argentina's World Cup #GusMuhaimin Angkatan Darat Di Hati Rakyat  https://t.co/1WUvrKkjMB,sesuai aplikasi para driver ojol kawal ganjar gerbang istana presiden omg viral timun vanilla tulus utama rakyat ditto train janji allah nyata cektokosebelah2 kentalmanisjangandiseduh argentina world cup gusmuhaimin angkat darat hati rakyat https 1wuvrkkjmb,1
46,1605491363520188416,@BaluRonaldo Next world cup Ela Messi vilyadunalum League stage laiye veetuku than..,baluronaldo next world cup ela messi vilyadunalum league stage laiye veetuku than,1
47,1605491284021575680,Manze time flies fast. Events zinakimbia kuliko Usain Bolt. Juzi tu ilkua world cup?!,manze time flies fast events zinakimbia kuliko usain bolt juz ilkua world cup,1
48,1605491069889548288,"Asal negara Turki, tapi nak claim dia menang World Cup.",asal negara turki claim menang world cup,1
49,1605490762975543296,sedih coy,sedih coy,1
50,1605490377288404992,@Ghalibalfaza Yang paling penting bukanlah World Cup tapi Akhirat Cup -Ronaldo,ghalibalfaza yang world cup akhirat cup ronaldo,1
51,1605490010127446017,@maryada_maurya Hamari government ki soch nahi he bhai log ke hama india fifa World Cup khele,maryada maurya hamari government soch nahi bhai log hama india fifa world cup khele,1
52,1605489647919824896,"@sayf2502 @Mubeen0305 @mismailehsan @_FaridKhan Array Bhai, Two T20 yeh captaan hara, Two Test Series World Test Championship sai yeh bahir hua, Australia aur England nai hamray mulk main haraya,  Asia cup hara, International series hara, PSL main hostorical result laya, Team main weaker batsman islye laya ke competition na ho",sayf2502 mubeen0305 mismailehsan faridkhan array bhai two t20 yeh captaan hara two test series world test championship sai yeh bahir hua australia aur england nai hamray mulk main haraya asia cup hara international series hara psl main hostorical result laya team main weaker batsman islye laya competition,2
53,1605489032812589056,@RangarajPandeyR @ChanakyaaTv @annamalai_k @V_Senthilbalaji Antha pakkam world Cup adichuttu poranga...ivunga innum #Watch and # bikini colour ah paththi pesikittu irukanga... Innum #BJP thirunthave illa mama,rangarajpandeyr chanakyaatv annamalai k v senthilbalaji antha pakkam world cup adichuttu poranga ivunga innum watch bikini colour paththi pesikittu irukanga innum bjp thirunthave illa mama,1
54,1605488680486854662,@pradeep07174740 @englandcricket Ye bten tb krna jb tmhari team England ko clean sweep bhi kry or aany Vala world cup bhi jeety,pradeep07174740 englandcricket bten tmhari team england clean sweep bhi kry aany vala world cup bhi jeety,1
55,1605488242479943685,@zenrs 2018 juga udh abis menang golden boat eropa eh malah kasih penampilan terburuk dia sepanjang World Cup. Walaupun ada andil si gundul sampaoli tapi tetep scr individual dia ga pernah benar2 jadi Messi.,zenrs 2018 habis menang golden boat eropa kasih tampil buruk world cup walaupun andil gundul sampaoli scr individual benar2 messi,1
56,1605488120924819456,Najua World Cup ishaisha ..... Lakini Messi bado ni mnyamaaa🔥🔥 🐐,najua world cup ishaisha lakini messi bado mnyamaaa,1
57,1605487936761257984,@salu_hammy @Jumaallymwiguru Kwan hujui kama pele world cup tat au ?,salu hammy jumaallymwiguru kwan hujui kama pele world cup tat,1
58,1605487844461461504,"duarrr, messi dan argen menang WORLD CUP. ehhh alesan fans sebelah bilang udh disetting 🤣 trs ada yg bilang ngapain sih banding2in mereka berdua, lah dari dlu kemana aja masss 🤣 trs lucunya lg pas smua bilang messi the real GOAT, pd bandingin ama pele yg punya 3 world cup 🤣🤣",duarrr messi argentina menang world cup ehhh alesan gemar belah bilang disetting bilang ngapain sih banding2in dua dlu masss lucu smua bilang messi the real goat bandingin pele world cup,1
59,1605486739224637440,aku boleh join world cup dah,join world cup udah,1
60,1605486679976218624, https://t.co/keCihyO3Vf Cari info lowongan kerja minimum gaji tenaga kerja asing dengan fakta gratis tanpa biaya formulir lamaran keja,https kecihyo3vf cari info lowong kerja minimum gaji tenaga kerja asing fakta gratis biaya formulir lamar kerja,1
61,1605486218354995206,"sbg fan girl messi sejak bocil, gua udh ngerasain  liat dia kalah di final world cup 2014 liat dia kalah di final copa america 2015 liat dia kalah di final copa america 2016  liat dia gagal di world cup 2018 dan copa 2019   gua udh kebal dibully ama fans sebelah.",fan girl messi bocil ngerasain kalah final world cup 2014 kalah final copa america 2015 kalah final copa america 2016 gagal world cup 2018 copa 2019 kebal dibully gemar belah,1
62,1605485688048082944,@waqas_amjaad Q Keh India ko KahA tha hum Waha world cup khelny nai jay gay,waqas amjaad keh india kaha tha hum waha world cup khelny nai jay gay,1
63,1605485649435295744,@realmadridindo1 Tchouameni mau maen di posisi apa selain DMF?? Bek tengah dadakan kalo Militao digeser jadi RB?? Mending Tchouameni sih yg jadi RB lebih mobile naik turunnya.. Dan mending fokus juga sih Camavinga dijadiin LB krn kemaren di final World Cup maen bagus banget dia jadi LB kan,realmadridindo1 tchouameni main posisi dmf bek dada militao geser mending tchouameni sih mobile turun dan fokus sih camavinga jadi kemaren final world cup main bagus,1
64,1605485528102875136,Ape siak minah ni x hbs2 dgn jersi argentina dia.. Ni la bile batak hype mse world cup je tgk bola.. 🤦🏻‍♂️ Aku rse 10-12 gmbr dia continuosly gmbr pkai jersi argentina. Over gler 😂 nmpk sgt kebatakannye tu..chill boleh x? 🤦🏻‍♂️,ape siak mah hbs2 jersi argentina bile batak hype mse world cup aja tgk bola aku rse gmbr continuosly gmbr pkai jersi argentina over gler nmpk sgt kebatakannye chill,1
65,1605485521165201408,"@Box2BoxBola Aguero terdaftar sebagai ASISTEN PELATIH Argentina pada World Cup Qatar 2022 yang berarti dia resmi memiliki medali piala dunia dan berhak merayakannya bersama squad Argentina.  Hal yang tidak diceritakan di media   So, take a note guys 📝",box2boxbola aguero daftar asisten latih argentina world cup qatar 2022 resmi milik medali trofi dunia hak raya squad argentina hal cerita media take note teman teman,1
66,1605485255200149504,"@shizutzyy @FaktaSepakbola Yahh kasian bgt otak nya udh ga berfungsi. Habis kabur dari rsj trs nonton final World Cup ya makanya tambah parah sakitnya?? Kasian bgt pas kumat gini gada obatnya, makanya jangan kabur dri rsj blokk 🤣🤣🤣",shizutzyy faktasepakbola yahh kasihan otak nya fungsi habis kabur rsj nonton final world cup parah sakit kasi kumat gin obat kabur dri rsj blokk,1
67,1605483022043619329,"@DeepankurRajde1 @imransiddique89 2023 Asia cup Pak Mai h India ny mana krdia,, nhi ana hum ny 2023 world cup India Mai h Ramiz Jani ny b dhamki de di Hum b ni aye gae agar phly India ni Aya.. Chalna kia h 2011 Mai steel mill bna rhy thy showbaz sb  Aksar aaty jatay thy India.",deepankurrajde1 imransiddique89 2023 asia cup pak mai india krdia nhi ana hum 2023 world cup india mai ramiz jani dhamki hum aye gae phly india aya chalna kia 2011 mai steel mill bna rhy thy showbaz aksar aaty jatay thy india,1
68,1605482858092498945,"@AQTLHP @waqas_amjaad kisi khoti k bachy rameez raja jesa bhi tha but india ki naak me dam kiya hua tha . icc ne bcci ko warning dedi thi k is muamly ko jaldi niptao warna india se world cup k rights wapis le lein gy , or tb hi chairman change.. to kisi zakhmi twaif k bachy ab wo team india bhejein gy",aqtlhp waqas amjaad kisi khoti bachy rameez raja jesa bhi tha but india naak dam kiya hua tha icc bcci warning dedi thi muamly jaldi niptao warna india world cup rights wapis lein chairman change kisi zakhmi twaif bachy team india bhejein,1
69,1605482737866899457,Pendeta Saifuddin Ibrahim mengajak Anies supaya pindah menjadi pemeluk Kristen bila ingin memenangi pemilu 2024  Natal Ditto Taliban Train Messi Argentina's World Cup Vanilla Martinez hobi Run BTS Dingin Nancy Pelosi  #FIFAWorldCup #CekTokoSebelah2 #KentalManisJanganDiseduh  https://t.co/vPHIfUiWU3,pendeta saifuddin ibrahim ajak anies pindah peluk kristen tang milu 2024 natal ditto talib train messi argentina world cup vanilla martinez hobi run bts dingin nancy los fifaworldcup cektokosebelah2 kentalmanisjangandiseduh https vphifuiwu3,1
70,1605482611761065985,"Ruhut Ingatkan Anies dalam berkampanye untuk mengedepankan Etika berpolitik, jangan sampai menghalalkan segala cara  Natal Ditto Taliban Train Messi Argentina's World Cup Vanilla Martinez hobi Run BTS Dingin Nancy Pelosi  #FIFAWorldCup #CekTokoSebelah2 #KentalManisJanganDiseduh  https://t.co/O9uTtlCNSo",ruhut ingat anies kampanye depan etika politik halal natal ditto talib train messi argentina world cup vanilla martinez hobi run bts dingin nancy los fifaworldcup cektokosebelah2 kentalmanisjangandiseduh https o9uttlcnso,1
71,1605482403685814272,"Bapak Pembangunan, Jokowi Sukses Bangun 60 Bendungan Argentina's World Cup Train Messi Martinez  https://t.co/VHttaoF4BI",bapak bangun jokowi sukses bangun bendung argentina world cup train messi martinez https vhttaof4bi,2
72,1605482189616865280,"Nasib Anies terancam jika NasDem-PKS-Demokrat tak kunjung sepakat soal Koalisi, tanda sepakat adanya deklarasi bersama  Train Ditto Vanilla Taliban Natal hobi Dingin Martinez Run BTS HAJEONGWOO MAIN SLAYER Nancy Pelosi Sering Argentina's World Cup #iKON #FIFAWorldCup  https://t.co/d8HkstzDob",nasib anies ancam nasdem pks demokrat kunjung sepakat koalisi tanda sepakat deklarasi train ditto vanilla talib natal hobi dingin martinez run bts hajeongwoo main slayer nancy los sering argentina world cup ikon fifaworldcup https d8hkstzdob,1
73,1605481981503868929,"Kangen world cup, kangen pildun, kangen piala dunia, kangen qatar vibes di tv, kangen opening ceremony nya, kangen begadangin pildun, kangen bgt ANJIRRRR😭😭😭😭 PILDUNNYA BOLE SETIAP HARI AJA GAKSIH INI, LAMA BGT 2026😭😭😭",kangen world cup kangen pildun kangen trofi dunia kangen qatar vibes kangen opening ceremony nya kangen begadangin pildun kangen anjirrrr pildunnya bole tiap hari aja gaksih ini lama bgt 2026,1
74,1605481921122684929,"Menurut Sobary, Anies bisa menghalalkan segala cara untuk mencapai sesuatu yang ia inginkan  Ditto essi Train omg viral Vanilla rgentina's World Cup hobi Natal Run BTS Martinez HAJEONGWOO MAIN SLAYER #SavePRT #FIFAWorldCup #KentalManisJanganDiseduh  https://t.co/93eDwoIqyM",turut sobary anies halal capai ditto essi train omg viral vanilla rgentina world cup hobi natal run bts martinez hajeongwoo main slayer saveprt fifaworldcup kentalmanisjangandiseduh https 93edwoiqym,1
75,1605481670555029505,Ahmad Ali Wakil Ketua Umum Partai NasDem tidak terima atas teguran Bawaslu terkait kegiatan Safari politiknya  Ditto Train Natal Messi Taliban Argentina's World Cup hobi Vanilla Run BTS HAJEONGWOO MAIN SLAYER Martinez Nancy Pelosi Japota Sore #Zon2gether #FIFAWorldCup  https://t.co/nzOvUge6s5,ahmad ali wakil ketua umum partai nasdem terima tegur bawaslu kait giat safari politik ditto train natal messi talib argentina world cup hobi vanilla run bts hajeongwoo main slayer martinez nancy los japota sore zon2gether fifaworldcup https nzovuge6s5,1
76,1605481350512857089,@UmerKhan3330 @chsandhilaa Jis ko pta tha us na kn sa teer mara . Asia cup ..T20 world cup our ab england series..daikh lain team ka kia Hal kr dia,umerkhan3330 chsandhilaa jis pta tha teer mara asia cup t20 world cup our england series daikh team kak kia hal,1
77,1605481105573888001,"Sepanjang jadi football manager ni, banyak team dah aku naik kan. Antaranya, valencia fc, arsenal, psg, atletico madrid, man city (menang ucl buat kali pertama), liverpool (menang liga 5 tahun berturut-turut), france ( menang world cup kali ke-3)   #fifaplayer",panjang sepak bola manager team udah antara valencia arsenal psg atletico madrid man city menang ucl kali liverpool menang liga france menang world cup kali fifaplayer,1
78,1605480647291572226,Jokowi pantau kompetisi Liga 1 setelah vakum akibat tragedi kanjuruhan  Train Ditto Vanilla Natal Argentina's World Cup Messi Narnia hobi Emi Martinez Maradona Dingin un BTS Sore Hype Boy Yank #ROSÉ #FIFAWorldCup #CekTokoSebelah2  https://t.co/VVTeKOZWbV,jokowi pantau kompetisi liga vakum akibat tragedi kanjuruhan train ditto vanilla natal argentina world cup messi narnia hobi emi martinez maradona dingin bts sore hype boy yank ros fifaworldcup cektokosebelah2 https vvtekozwbv,1
79,1605480316704985090,Jokowi minta jajarannya untuk mengantisipasi potensi lonjakan mobilitas masyarakat jelang Natal dn tahun baru (Nataru) Di 2023 yang akan datang  Train Ditto Vanilla Argentina's World Cup Natal Martinez Dingin hobi Hype Boy Narnia HAJEONGWOO MAIN SLAYER #ROSÉ  https://t.co/JNOFAItEIR,jokowi jajar antisipasi potensi lonjak mobilitas masyarakat jelang natal nataru 2023 train ditto vanilla argentina world cup natal martinez dingin hobi hype boy narnia hajeongwoo main slayer ros https jnofaiteir,1
